Unnamed: 0,protein_id_x,transcript_id,rNC1,rNC2,rKD1,rKD2,NC1,NC2,NC3,KD1,KD2,KD3,protein_id_y,High_Pause_Countsc18nc,protein_id,High_Pause_Countsc18ko
47259,ENSMUSP00000139226,ENSMUST00000183873,42,41,52,42,225.9,233.0,225.0,226.0,218.1,194.6,ENSMUSP00000139226,35.0,ENSMUSP00000139226,71.0
47260,ENSMUSP00000139227,ENSMUST00000184311,212,187,299,236,226.9,210.2,226.8,224.1,223.2,206.8,ENSMUSP00000139227,48.5,ENSMUSP00000139227,15.5
47295,ENSMUSP00000139270,ENSMUST00000185006,28,21,34,34,89.9,93.4,86.2,104.8,88.3,85.2,ENSMUSP00000139270,11.5,ENSMUSP00000139270,12.5
47317,ENSMUSP00000139298,ENSMUST00000184672,29,20,70,67,48.7,47.5,58.8,97.4,95.5,96.5,ENSMUSP00000139298,12.5,ENSMUSP00000139298,26.5
47330,ENSMUSP00000139316,ENSMUST00000184348,0,1,1,0,18.1,19.5,17.3,19.0,20.0,19.2,,0.0,ENSMUSP00000139316,5.0
47371,ENSMUSP00000139364,ENSMUST00000184783,80,65,88,84,19.1,22.8,22.4,24.9,20.8,16.9,ENSMUSP00000139364,55.5,ENSMUSP00000139364,55.0
47379,ENSMUSP00000139372,ENSMUST00000184635,175,141,246,238,1258.8,1158.8,1232.4,978.9,967.1,829.7,ENSMUSP00000139372,31.0,ENSMUSP00000139372,86.5
47469,ENSMUSP00000139480,ENSMUST00000187910,118,112,201,179,895.5,794.9,835.3,837.5,924.6,827.2,ENSMUSP00000139480,0.0,ENSMUSP00000139480,18.5
47494,ENSMUSP00000139509,ENSMUST00000186239,87,55,133,102,80.8,71.7,81.1,90.9,77.6,74.0,ENSMUSP00000139509,22.5,ENSMUSP00000139509,25.5
47499,ENSMUSP00000139514,ENSMUST00000186182,263,219,398,346,1650.0,1538.8,1631.5,1678.8,1640.3,1408.9,ENSMUSP00000139514,16.0,ENSMUSP00000139514,18.0
47542,ENSMUSP00000139562,ENSMUST00000185355,43,35,122,111,96.9,79.9,84.3,79.0,76.1,79.8,ENSMUSP00000139562,39.5,ENSMUSP00000139562,24.0
47585,ENSMUSP00000139608,ENSMUST00000189820,29,10,31,26,73.7,69.2,75.7,78.1,71.4,69.2,ENSMUSP00000139608,56.0,ENSMUSP00000139608,91.5
47607,ENSMUSP00000139630,ENSMUST00000186548,32,39,59,54,13.2,11.9,14.4,14.5,11.4,13.8,ENSMUSP00000139630,208.5,ENSMUSP00000139630,59.5
47617,ENSMUSP00000139640,ENSMUST00000188952,126,97,301,246,479.4,443.8,444.9,622.9,597.6,568.8,ENSMUSP00000139640,72.5,ENSMUSP00000139640,171.5
47657,ENSMUSP00000139684,ENSMUST00000190637,59,43,69,49,242.1,166.0,200.2,136.8,174.1,126.0,ENSMUSP00000139684,23.0,ENSMUSP00000139684,57.0
47670,ENSMUSP00000139698,ENSMUST00000189413,75,63,99,86,127.5,125.8,130.0,121.7,102.9,95.6,ENSMUSP00000139698,115.0,ENSMUSP00000139698,300.5
47768,ENSMUSP00000139804,ENSMUST00000186788,270,200,617,464,2875.3,2701.4,2731.3,3117.7,3005.1,2747.3,ENSMUSP00000139804,185.5,ENSMUSP00000139804,270.0
47775,ENSMUSP00000139811,ENSMUST00000189617,116,114,267,238,263.7,252.7,258.5,319.9,325.3,286.7,ENSMUSP00000139811,40.5,ENSMUSP00000139811,99.0
47786,ENSMUSP00000139823,ENSMUST00000186794,49,37,83,62,126.1,118.5,113.4,143.7,124.5,117.3,ENSMUSP00000139823,43.5,ENSMUSP00000139823,76.5
47788,ENSMUSP00000139825,ENSMUST00000186380,782,711,1328,1117,5754.6,5612.4,5730.7,5467.1,5008.6,4526.8,ENSMUSP00000139825,60.5,ENSMUSP00000139825,127.5
47793,ENSMUSP00000139830,ENSMUST00000189636,51,44,106,97,98.7,88.5,85.8,126.1,116.3,108.5,ENSMUSP00000139830,12.5,ENSMUSP00000139830,6.5
47805,ENSMUSP00000139842,ENSMUST00000190686,557,479,1190,900,3217.7,3210.7,3294.8,3472.8,3121.3,2812.7,ENSMUSP00000139842,208.0,ENSMUSP00000139842,137.5
47877,ENSMUSP00000139918,ENSMUST00000188313,422,364,735,586,3769.3,3506.3,3661.3,3565.9,3467.4,3080.6,ENSMUSP00000139918,42.0,ENSMUSP00000139918,179.0
47905,ENSMUSP00000139949,ENSMUST00000185675,91,78,147,153,399.5,368.0,388.2,375.4,385.1,324.9,ENSMUSP00000139949,30.0,ENSMUSP00000139949,37.5
47951,ENSMUSP00000140002,ENSMUST00000185852,58,61,110,80,98.1,89.9,96.7,84.4,87.3,77.1,ENSMUSP00000140002,107.0,ENSMUSP00000140002,83.5
47953,ENSMUSP00000140004,ENSMUST00000189106,11,10,29,15,44.8,42.7,43.2,40.7,40.3,45.8,,0.0,,0.0
47965,ENSMUSP00000140016,ENSMUST00000190993,150,116,259,188,318.2,307.3,309.4,299.5,272.9,230.1,ENSMUSP00000140016,5.5,ENSMUSP00000140016,0.0
47984,ENSMUSP00000140036,ENSMUST00000187040,82,58,128,127,336.7,362.5,356.5,381.0,337.6,318.5,ENSMUSP00000140036,464.5,ENSMUSP00000140036,112.0
47995,ENSMUSP00000140049,ENSMUST00000190341,17,29,39,45,19.1,16.2,20.1,22.2,17.6,21.3,ENSMUSP00000140049,94.5,ENSMUSP00000140049,98.5
48024,ENSMUSP00000140079,ENSMUST00000188964,218,197,359,292,578.1,569.4,590.7,801.6,734.3,633.2,ENSMUSP00000140079,8.5,ENSMUSP00000140079,52.5
48050,ENSMUSP00000140107,ENSMUST00000187758,50,51,89,100,49.0,50.3,52.7,65.0,54.2,46.7,ENSMUSP00000140107,77.5,ENSMUSP00000140107,183.5
48109,ENSMUSP00000140172,ENSMUST00000187307,51,34,53,43,271.8,269.8,287.2,254.2,227.1,205.8,ENSMUSP00000140172,39.5,ENSMUSP00000140172,46.5
48136,ENSMUSP00000140201,ENSMUST00000185899,36,19,69,51,296.9,279.3,292.5,254.5,253.2,205.1,ENSMUSP00000140201,13.0,ENSMUSP00000140201,14.5
48140,ENSMUSP00000140206,ENSMUST00000187262,783,698,1427,1148,18.4,18.7,21.3,23.9,21.9,21.9,ENSMUSP00000140206,38.5,ENSMUSP00000140206,66.5
48144,ENSMUSP00000140210,ENSMUST00000124990,6,8,21,12,90.6,98.7,94.5,89.8,88.9,81.1,ENSMUSP00000140210,14.5,ENSMUSP00000140210,17.5
48153,ENSMUSP00000140219,ENSMUST00000187182,0,0,0,0,229.2,192.3,190.3,185.6,169.3,167.9,,0.0,ENSMUSP00000140219,122.5
48182,ENSMUSP00000140250,ENSMUST00000191142,706,604,1129,906,2005.5,1900.8,1966.2,2140.5,2168.0,1835.2,ENSMUSP00000140250,17.0,ENSMUSP00000140250,0.0
48205,ENSMUSP00000140274,ENSMUST00000188618,43,24,86,99,106.5,107.6,108.0,147.9,134.7,133.0,ENSMUSP00000140274,36.5,ENSMUSP00000140274,42.0
48248,ENSMUSP00000140319,ENSMUST00000186949,146,110,217,162,2544.8,2455.0,2436.0,1992.4,1849.6,1630.6,ENSMUSP00000140319,40.5,ENSMUSP00000140319,48.0
48251,ENSMUSP00000140322,ENSMUST00000190298,46,39,90,71,207.0,212.1,216.3,231.1,208.5,191.4,ENSMUSP00000140322,346.5,ENSMUSP00000140322,46.0
48346,ENSMUSP00000140426,ENSMUST00000186049,54,42,68,51,190.7,182.8,175.0,195.0,169.7,151.9,ENSMUSP00000140426,26.5,ENSMUSP00000140426,31.0
48359,ENSMUSP00000140443,ENSMUST00000188145,91,82,174,127,534.0,517.8,534.2,463.5,468.0,437.4,ENSMUSP00000140443,86.0,ENSMUSP00000140443,95.5
48388,ENSMUSP00000140473,ENSMUST00000190046,93,94,180,130,728.2,721.4,737.5,701.5,704.6,583.0,ENSMUSP00000140473,49.0,ENSMUSP00000140473,33.0
48447,ENSMUSP00000140536,ENSMUST00000191275,128,86,174,132,995.2,935.0,972.4,853.0,811.5,744.4,ENSMUSP00000140536,144.0,ENSMUSP00000140536,271.5
48457,ENSMUSP00000140546,ENSMUST00000191201,105,77,140,119,1008.7,922.8,971.4,1017.8,983.7,873.1,ENSMUSP00000140546,38.5,ENSMUSP00000140546,82.0
48514,ENSMUSP00000140610,ENSMUST00000188804,55,49,116,104,284.5,267.9,262.6,371.5,362.0,330.8,ENSMUSP00000140610,49.0,ENSMUSP00000140610,35.0
48539,ENSMUSP00000140635,ENSMUST00000187407,90,80,95,86,722.5,545.5,623.8,487.8,549.1,459.5,ENSMUSP00000140635,28.0,ENSMUSP00000140635,61.0
48545,ENSMUSP00000140641,ENSMUST00000190255,133,109,207,165,56.3,51.0,54.6,57.7,57.5,55.6,ENSMUSP00000140641,25.0,ENSMUSP00000140641,41.5
48585,ENSMUSP00000140683,ENSMUST00000191463,22,15,38,36,18.1,11.6,14.7,14.3,13.1,14.9,ENSMUSP00000140683,12.5,ENSMUSP00000140683,36.0
48621,ENSMUSP00000140721,ENSMUST00000189661,326,277,403,337,242.1,221.6,233.4,194.7,163.4,144.8,ENSMUSP00000140721,28.5,ENSMUSP00000140721,40.5
48639,ENSMUSP00000140740,ENSMUST00000190957,79,56,128,92,39.6,36.7,39.0,35.8,41.0,39.8,ENSMUSP00000140740,403.5,ENSMUSP00000140740,408.0
48643,ENSMUSP00000140744,ENSMUST00000188371,110,102,245,199,110.8,105.8,109.3,121.6,110.3,94.9,ENSMUSP00000140744,27.5,ENSMUSP00000140744,65.5
48670,ENSMUSP00000140772,ENSMUST00000190436,0,0,0,0,23.9,20.7,23.2,18.5,27.9,19.6,,0.0,ENSMUSP00000140772,106.0
48680,ENSMUSP00000140783,ENSMUST00000191471,153,133,238,234,29.0,23.0,24.0,27.5,29.0,23.3,ENSMUSP00000140783,27.0,ENSMUSP00000140783,115.0
48729,ENSMUSP00000140836,ENSMUST00000190378,21,19,48,33,25.0,24.5,18.4,34.3,28.9,30.0,ENSMUSP00000140836,71.0,ENSMUSP00000140836,46.0
48733,ENSMUSP00000140840,ENSMUST00000186864,29,15,27,23,66.8,86.3,77.3,81.3,58.5,49.0,ENSMUSP00000140840,6.0,ENSMUSP00000140840,5.5
48753,ENSMUSP00000140864,ENSMUST00000185797,194,160,266,207,1576.0,1290.1,1405.1,1438.8,1691.9,1524.8,ENSMUSP00000140864,30.0,ENSMUSP00000140864,47.0
48780,ENSMUSP00000140896,ENSMUST00000187048,100,72,133,98,627.0,640.2,644.7,579.3,517.3,447.2,ENSMUSP00000140896,18.0,ENSMUSP00000140896,56.0
48833,ENSMUSP00000140951,ENSMUST00000188241,18,19,49,38,127.6,117.7,130.3,120.5,128.7,106.1,ENSMUSP00000140951,10.0,ENSMUSP00000140951,15.0
48857,ENSMUSP00000140980,ENSMUST00000187193,127,109,212,182,184.4,163.9,173.6,210.1,190.2,164.1,ENSMUSP00000140980,0.0,ENSMUSP00000140980,11.0
48867,ENSMUSP00000140993,ENSMUST00000188211,137,92,271,204,558.3,548.0,551.9,649.7,578.0,556.0,ENSMUSP00000140993,46.5,ENSMUSP00000140993,47.0
48870,ENSMUSP00000140996,ENSMUST00000187467,0,0,1,0,145.5,134.2,125.4,118.7,125.6,103.7,ENSMUSP00000140996,0.0,ENSMUSP00000140996,116.5
48876,ENSMUSP00000141003,ENSMUST00000190997,66,63,113,84,592.4,596.3,618.5,566.6,532.7,557.2,ENSMUSP00000141003,28.5,ENSMUSP00000141003,119.0
48894,ENSMUSP00000141022,ENSMUST00000185362,49,62,77,54,69.6,58.7,60.8,56.7,56.8,51.3,ENSMUSP00000141022,7.0,ENSMUSP00000141022,22.5
48966,ENSMUSP00000141105,ENSMUST00000186349,122,99,168,121,2037.6,1971.3,2008.1,1898.7,1797.7,1645.3,ENSMUSP00000141105,132.0,ENSMUSP00000141105,58.5
48991,ENSMUSP00000141132,ENSMUST00000186057,531,452,874,673,2795.2,2681.7,2739.4,4020.2,3912.2,3381.8,ENSMUSP00000141132,34.0,ENSMUSP00000141132,117.0
49025,ENSMUSP00000141170,ENSMUST00000185893,28,24,37,34,406.1,324.1,373.2,297.7,351.7,278.6,ENSMUSP00000141170,14.5,ENSMUSP00000141170,68.0
49035,ENSMUSP00000141182,ENSMUST00000187531,308,254,515,444,2015.1,1996.0,2049.5,2050.9,1806.9,1658.6,ENSMUSP00000141182,53.5,ENSMUSP00000141182,51.0
49048,ENSMUSP00000141197,ENSMUST00000194641,87,72,155,129,15.9,15.4,15.6,10.2,12.0,10.3,ENSMUSP00000141197,39.0,ENSMUSP00000141197,7.5
49085,ENSMUSP00000141241,ENSMUST00000193446,172,150,284,276,196.6,207.4,201.0,233.2,197.8,191.9,ENSMUSP00000141241,23.5,ENSMUSP00000141241,0.0
49097,ENSMUSP00000141255,ENSMUST00000191896,60,51,159,126,1915.9,1895.4,2002.3,2034.4,1834.8,1662.8,ENSMUSP00000141255,99.5,ENSMUSP00000141255,144.5
49110,ENSMUSP00000141268,ENSMUST00000194543,392,352,639,493,2292.7,2202.6,2261.9,2009.3,1917.3,1784.5,ENSMUSP00000141268,126.0,ENSMUSP00000141268,439.0
49127,ENSMUSP00000141287,ENSMUST00000193517,113,94,137,133,475.7,454.6,481.4,410.6,401.3,365.4,ENSMUSP00000141287,34.5,ENSMUSP00000141287,74.5
49171,ENSMUSP00000141331,ENSMUST00000192561,120,111,209,173,106.9,99.9,99.7,113.8,103.8,93.9,ENSMUSP00000141331,31.5,ENSMUSP00000141331,60.5
49244,ENSMUSP00000141408,ENSMUST00000192512,1,1,1,2,111.6,105.7,100.1,99.0,115.4,104.0,ENSMUSP00000141408,9.5,ENSMUSP00000141408,130.5
49267,ENSMUSP00000141431,ENSMUST00000191947,48,33,81,64,330.5,374.5,361.9,385.3,328.2,276.0,ENSMUSP00000141431,16.0,ENSMUSP00000141431,53.5
49375,ENSMUSP00000141542,ENSMUST00000195708,71,57,155,124,161.3,148.1,158.6,168.1,147.2,142.8,ENSMUSP00000141542,209.0,ENSMUSP00000141542,216.5
49441,ENSMUSP00000141613,ENSMUST00000195636,159,107,222,172,21.7,22.4,20.0,27.7,23.9,24.2,ENSMUSP00000141613,66.0,ENSMUSP00000141613,54.0
49447,ENSMUSP00000141620,ENSMUST00000195008,83,80,240,190,728.7,657.3,714.9,763.9,760.2,658.3,ENSMUSP00000141620,158.5,ENSMUSP00000141620,77.0
49473,ENSMUSP00000141648,ENSMUST00000194175,0,0,0,0,95.1,124.0,96.7,201.9,198.4,180.3,,0.0,ENSMUSP00000141648,61.0
49496,ENSMUSP00000141672,ENSMUST00000194951,0,0,0,0,57.8,55.8,58.0,50.9,50.2,45.3,,0.0,ENSMUSP00000141672,35.0
49601,ENSMUSP00000141786,ENSMUST00000193398,79,77,222,166,419.2,409.9,408.0,564.9,501.7,469.3,ENSMUSP00000141786,44.5,ENSMUSP00000141786,57.5
49608,ENSMUSP00000141793,ENSMUST00000194727,235,224,409,335,2315.1,2318.3,2357.6,2610.9,2336.2,2100.8,ENSMUSP00000141793,126.0,ENSMUSP00000141793,0.0
49666,ENSMUSP00000141856,ENSMUST00000193254,109,88,139,114,1149.2,1128.9,1153.7,1150.1,1045.5,954.0,ENSMUSP00000141856,58.5,ENSMUSP00000141856,142.5
49729,ENSMUSP00000141923,ENSMUST00000192288,80,76,91,83,28.7,35.2,32.9,29.2,27.2,23.5,ENSMUSP00000141923,13.0,ENSMUSP00000141923,17.0
49757,ENSMUSP00000141952,ENSMUST00000194248,24,20,31,22,50.6,44.3,45.0,55.1,47.8,42.3,ENSMUSP00000141952,15.0,ENSMUSP00000141952,0.0
49848,ENSMUSP00000142054,ENSMUST00000192866,24,20,34,28,93.9,89.2,95.6,77.0,78.4,61.7,ENSMUSP00000142054,71.5,ENSMUSP00000142054,106.0
49870,ENSMUSP00000142079,ENSMUST00000191668,58,42,67,67,103.9,110.1,103.1,103.0,102.6,93.1,ENSMUSP00000142079,47.5,ENSMUSP00000142079,105.0
49871,ENSMUSP00000142080,ENSMUST00000186486,6,3,1,0,22.5,29.5,25.2,23.6,19.2,11.8,ENSMUSP00000142080,2.0,ENSMUSP00000142080,10.5
49895,ENSMUSP00000142105,ENSMUST00000192462,26,26,40,34,502.8,479.3,516.6,562.2,503.8,496.5,ENSMUSP00000142105,16.0,ENSMUSP00000142105,53.5
49935,ENSMUSP00000142149,ENSMUST00000195201,85,60,110,96,74.8,73.8,72.7,75.2,71.9,62.8,ENSMUSP00000142149,27.5,ENSMUSP00000142149,14.0
50083,ENSMUSP00000142307,ENSMUST00000194563,146,119,199,144,28.6,30.7,32.4,30.1,23.4,24.9,ENSMUSP00000142307,183.5,ENSMUSP00000142307,114.5
50100,ENSMUSP00000142326,ENSMUST00000192615,182,169,310,250,1205.8,970.6,1104.5,989.9,1069.3,851.1,ENSMUSP00000142326,23.0,ENSMUSP00000142326,14.0
50105,ENSMUSP00000142331,ENSMUST00000194252,269,224,276,209,1016.9,1053.3,1032.0,912.9,796.5,759.2,ENSMUSP00000142331,48.5,ENSMUSP00000142331,180.5
50137,ENSMUSP00000142363,ENSMUST00000196282,130,111,170,145,411.9,435.7,446.8,403.3,341.2,305.8,ENSMUSP00000142363,64.0,ENSMUSP00000142363,107.0
50252,ENSMUSP00000142481,ENSMUST00000199808,243,222,379,308,1747.2,1708.8,1714.0,1476.0,1439.0,1316.5,ENSMUSP00000142481,86.0,ENSMUSP00000142481,166.0
50283,ENSMUSP00000142512,ENSMUST00000197064,1,3,8,2,173.5,149.7,148.8,181.0,169.8,158.8,ENSMUSP00000142512,11.5,ENSMUSP00000142512,13.5
50285,ENSMUSP00000142514,ENSMUST00000199754,148,131,272,183,1058.6,991.6,1042.4,1057.7,982.2,891.6,ENSMUSP00000142514,34.5,ENSMUSP00000142514,35.0
50298,ENSMUSP00000142527,ENSMUST00000200379,206,182,348,281,14.3,12.2,11.9,13.1,11.2,12.8,ENSMUSP00000142527,6.5,ENSMUSP00000142527,10.0
50306,ENSMUSP00000142535,ENSMUST00000199273,12,11,19,18,12.6,9.9,12.5,16.3,15.7,16.5,ENSMUSP00000142535,14.0,ENSMUSP00000142535,7.0
50375,ENSMUSP00000142604,ENSMUST00000198948,12,10,36,31,67.7,61.6,53.5,97.1,84.9,71.2,ENSMUSP00000142604,12.5,,0.0
50376,ENSMUSP00000142605,ENSMUST00000199088,58,47,97,84,26.6,30.1,26.1,34.3,28.5,26.1,ENSMUSP00000142605,44.5,ENSMUSP00000142605,95.0
50476,ENSMUSP00000142708,ENSMUST00000197748,223,199,322,246,109.2,89.0,100.0,68.7,77.5,61.2,ENSMUSP00000142708,55.5,ENSMUSP00000142708,219.0
50500,ENSMUSP00000142732,ENSMUST00000200298,339,281,501,395,3062.3,2963.3,3081.0,2763.6,2564.9,2265.5,ENSMUSP00000142732,8.0,ENSMUSP00000142732,8.0
50569,ENSMUSP00000142803,ENSMUST00000199089,177,155,197,159,534.8,488.6,520.4,339.0,358.6,274.3,ENSMUSP00000142803,8.0,ENSMUSP00000142803,12.0
50589,ENSMUSP00000142823,ENSMUST00000199592,19,11,25,16,420.2,406.2,439.3,371.3,352.9,295.3,ENSMUSP00000142823,20.5,ENSMUSP00000142823,14.0
50654,ENSMUSP00000142890,ENSMUST00000200169,186,186,399,403,1518.1,1489.9,1486.1,1598.9,1440.4,1360.4,ENSMUSP00000142890,145.5,ENSMUSP00000142890,138.0
50671,ENSMUSP00000142907,ENSMUST00000200388,0,0,0,1,65.3,62.2,58.1,61.4,62.3,57.5,ENSMUSP00000142907,7.0,ENSMUSP00000142907,70.5
50686,ENSMUSP00000142922,ENSMUST00000200645,113,84,148,138,761.0,751.4,733.8,721.2,704.2,616.8,ENSMUSP00000142922,52.5,ENSMUSP00000142922,19.0
50769,ENSMUSP00000143005,ENSMUST00000197850,1,3,3,4,54.9,58.9,58.0,70.8,74.3,66.3,ENSMUSP00000143005,17.5,ENSMUSP00000143005,116.5
50785,ENSMUSP00000143021,ENSMUST00000200468,18,11,37,16,18.1,13.3,16.9,21.3,21.1,20.5,ENSMUSP00000143021,17.5,ENSMUSP00000143021,23.0
50808,ENSMUSP00000143044,ENSMUST00000197188,210,141,261,188,596.2,550.4,571.7,590.6,529.3,494.7,ENSMUSP00000143044,54.5,ENSMUSP00000143044,150.0
50953,ENSMUSP00000143190,ENSMUST00000196456,51,42,109,82,763.4,758.2,767.8,705.6,618.9,557.2,ENSMUSP00000143190,13.0,ENSMUSP00000143190,0.0
50995,ENSMUSP00000143232,ENSMUST00000199243,240,200,473,427,3313.7,3105.1,3208.1,3271.8,3118.0,2845.0,ENSMUSP00000143232,54.5,ENSMUSP00000143232,40.0
50996,ENSMUSP00000143233,ENSMUST00000198311,110,109,228,182,211.2,186.3,193.2,220.8,210.2,199.0,ENSMUSP00000143233,55.5,ENSMUSP00000143233,0.0
51064,ENSMUSP00000143302,ENSMUST00000198965,23,19,59,46,19.4,21.4,19.1,19.2,15.4,15.4,ENSMUSP00000143302,80.5,ENSMUSP00000143302,81.5
51152,ENSMUSP00000143391,ENSMUST00000200069,56,56,98,82,333.9,330.4,333.4,341.4,332.5,309.9,ENSMUSP00000143391,7.0,ENSMUSP00000143391,27.5
51198,ENSMUSP00000143438,ENSMUST00000196111,97,87,136,115,734.5,736.2,745.9,700.6,670.0,592.6,ENSMUSP00000143438,36.0,ENSMUSP00000143438,26.0
51219,ENSMUSP00000143459,ENSMUST00000196843,336,281,556,464,2612.2,2607.0,2608.7,2791.6,2451.6,2181.7,ENSMUSP00000143459,89.5,ENSMUSP00000143459,88.5
51224,ENSMUSP00000143465,ENSMUST00000200657,60,60,99,82,182.2,174.2,183.7,194.1,173.9,159.4,ENSMUSP00000143465,17.0,ENSMUSP00000143465,27.5
51233,ENSMUSP00000143475,ENSMUST00000198878,334,294,408,347,238.6,240.0,235.4,197.2,163.2,157.1,ENSMUSP00000143475,19.5,ENSMUSP00000143475,57.0
51246,ENSMUSP00000143488,ENSMUST00000200157,28,33,55,35,295.1,280.3,298.4,296.7,310.1,279.1,ENSMUSP00000143488,15.5,ENSMUSP00000143488,36.0
51260,ENSMUSP00000143503,ENSMUST00000197827,374,327,585,444,3407.9,3290.8,3404.3,3563.5,3280.1,3061.0,ENSMUSP00000143503,35.5,ENSMUSP00000143503,76.0
51267,ENSMUSP00000143510,ENSMUST00000200097,71,61,142,116,252.0,257.9,249.4,272.9,224.3,212.9,ENSMUSP00000143510,36.5,ENSMUSP00000143510,79.0
51292,ENSMUSP00000143536,ENSMUST00000200299,18,22,22,11,38.3,41.3,41.5,56.9,41.9,38.0,ENSMUSP00000143536,106.0,ENSMUSP00000143536,61.0
51361,ENSMUSP00000143606,ENSMUST00000197134,24,26,40,25,143.2,159.3,169.3,149.1,116.6,109.7,ENSMUSP00000143606,20.0,ENSMUSP00000143606,6.0
51373,ENSMUSP00000143618,ENSMUST00000199876,155,132,468,377,2059.9,2047.5,2020.3,2658.4,2364.9,2062.2,ENSMUSP00000143618,43.5,ENSMUSP00000143618,23.0
51381,ENSMUSP00000143626,ENSMUST00000197567,53,35,54,31,63.9,70.0,57.1,55.2,50.3,53.3,ENSMUSP00000143626,195.5,ENSMUSP00000143626,0.0
51411,ENSMUSP00000143657,ENSMUST00000197407,632,573,868,721,1802.0,1717.5,1702.4,1983.7,1932.6,1750.7,ENSMUSP00000143657,22.5,ENSMUSP00000143657,30.5
51456,ENSMUSP00000143705,ENSMUST00000200607,146,111,202,139,144.7,145.8,143.6,161.1,133.0,123.5,ENSMUSP00000143705,68.5,ENSMUSP00000143705,100.0
51501,ENSMUSP00000143750,ENSMUST00000197502,95,79,160,120,36.5,34.0,35.8,39.7,41.7,28.4,ENSMUSP00000143750,64.5,ENSMUSP00000143750,15.5
51540,ENSMUSP00000143789,ENSMUST00000200393,126,104,199,147,558.4,536.2,558.5,575.5,551.2,512.9,ENSMUSP00000143789,206.0,ENSMUSP00000143789,100.0
51555,ENSMUSP00000143807,ENSMUST00000201489,84,83,120,120,645.0,656.9,660.6,532.5,486.6,441.4,ENSMUSP00000143807,139.5,ENSMUSP00000143807,343.0
51559,ENSMUSP00000143811,ENSMUST00000202722,15,9,27,21,183.9,170.2,175.6,187.4,172.1,153.2,ENSMUSP00000143811,7.5,ENSMUSP00000143811,15.0
51596,ENSMUSP00000143859,ENSMUST00000200758,119,81,319,248,1103.8,1055.5,1074.3,1530.1,1458.0,1301.6,ENSMUSP00000143859,82.0,ENSMUSP00000143859,84.5
51639,ENSMUSP00000143910,ENSMUST00000202622,587,538,747,585,676.7,576.7,593.3,541.8,475.0,425.7,ENSMUSP00000143910,1.0,ENSMUSP00000143910,11.5
51671,ENSMUSP00000143949,ENSMUST00000201301,21,17,38,28,136.1,152.1,140.3,158.8,135.8,135.5,ENSMUSP00000143949,67.0,ENSMUSP00000143949,3.0
51807,ENSMUSP00000144119,ENSMUST00000202241,77,68,114,87,199.0,167.7,175.7,182.5,197.5,177.5,ENSMUSP00000144119,2.0,ENSMUSP00000144119,17.5
51811,ENSMUSP00000144126,ENSMUST00000201374,359,304,765,640,2918.0,2727.5,2758.7,2898.8,2758.6,2399.0,ENSMUSP00000144126,119.5,ENSMUSP00000144126,180.0
51847,ENSMUSP00000144171,ENSMUST00000201948,197,162,347,265,3987.4,3718.8,3936.6,3484.4,3336.7,2973.8,ENSMUSP00000144171,72.0,ENSMUSP00000144171,231.5
51899,ENSMUSP00000144235,ENSMUST00000202217,575,518,646,542,3031.3,2845.8,2951.8,2494.9,2370.0,2099.5,ENSMUSP00000144235,11.5,ENSMUSP00000144235,15.5
51905,ENSMUSP00000144243,ENSMUST00000202798,43,33,69,65,34.1,37.0,32.0,37.9,37.8,37.4,ENSMUSP00000144243,20.0,ENSMUSP00000144243,15.0
51917,ENSMUSP00000144257,ENSMUST00000202950,201,159,364,297,1145.5,1028.0,1078.2,1068.7,1030.0,935.9,ENSMUSP00000144257,50.0,ENSMUSP00000144257,87.5
51945,ENSMUSP00000144296,ENSMUST00000202990,291,204,266,239,25.6,18.5,24.3,12.6,14.5,13.2,ENSMUSP00000144296,24.0,ENSMUSP00000144296,41.5
51949,ENSMUSP00000144300,ENSMUST00000202179,150,128,286,251,1024.1,892.7,934.0,1000.0,1024.4,912.1,ENSMUSP00000144300,51.0,ENSMUSP00000144300,146.0
51969,ENSMUSP00000144325,ENSMUST00000200775,32,28,79,50,471.8,438.3,469.2,423.5,459.8,366.9,ENSMUSP00000144325,53.5,ENSMUSP00000144325,61.0
51999,ENSMUSP00000144361,ENSMUST00000202758,94,87,173,147,624.0,566.5,590.0,638.7,608.0,562.4,ENSMUSP00000144361,75.0,ENSMUSP00000144361,38.0
52007,ENSMUSP00000144369,ENSMUST00000202261,208,163,380,302,1099.5,1111.1,1108.8,1170.0,1037.2,930.1,ENSMUSP00000144369,60.5,ENSMUSP00000144369,136.0
52024,ENSMUSP00000144392,ENSMUST00000201998,30,31,60,46,91.4,106.9,95.3,84.6,67.9,66.2,ENSMUSP00000144392,20.0,ENSMUSP00000144392,23.5
52045,ENSMUSP00000144413,ENSMUST00000202361,326,264,658,550,6237.7,5649.7,6016.0,5459.8,5296.6,4510.7,ENSMUSP00000144413,36.5,ENSMUSP00000144413,57.0
52064,ENSMUSP00000144436,ENSMUST00000202747,53,46,43,32,116.5,108.1,116.8,95.1,94.5,79.0,ENSMUSP00000144436,42.5,ENSMUSP00000144436,30.5
52081,ENSMUSP00000144456,ENSMUST00000202258,365,301,600,506,1636.8,1690.3,1686.4,1654.2,1423.4,1318.5,ENSMUSP00000144456,28.0,ENSMUSP00000144456,27.0
52108,ENSMUSP00000144489,ENSMUST00000202639,96,75,123,96,688.4,675.0,660.2,645.8,646.5,619.5,ENSMUSP00000144489,61.0,ENSMUSP00000144489,100.0
